source_title,reviewed_as,reason
File:20150731Pinus sylvestris2.jpg,tree_0087.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20151003Pinus sylvestris1.jpg,tree_0089.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20151024Pinus sylvestris Acer.jpg,tree_0090.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20151024Pinus sylvestris.jpg,tree_0091.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20160407Betula pendula1.jpg,tree_0094.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20160816Populus x canadensis1.jpg,tree_0102.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20160816Populus x canadensis2.jpg,tree_0103.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Pinus sylvestris1.jpg,tree_0107.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Pinus sylvestris5.jpg,tree_0111.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Pinus sylvestris6.jpg,tree_0112.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Pinus sylvestris7.jpg,tree_0113.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Pinus sylvestris8.jpg,tree_0114.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Populus x canadensis1.jpg,tree_0115.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Populus x canadensis2.jpg,tree_0116.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20161005Populus x canadensis3.jpg,tree_0117.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20170927Pinus sylvestris.jpg,tree_0122.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20171015Juglans regia2.jpg,tree_0123.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20190222Pinus sylvestris3.jpg,tree_0127.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20190222Pinus sylvestris4.jpg,tree_0128.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20190222Pinus sylvestris5.jpg,tree_0129.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20190222Pinus sylvestris6.jpg,tree_0130.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:20250806Pinus sylvestris2.jpg,tree_0135.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:B. pendula, Koivu Birch, end of August 1.jpg",tree_0140.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:B. pendula, Koivu Birch, end of August 2.jpg",tree_0141.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Bielefeld - Walnussbaum bei Jagdweg 113 - 2.jpg,tree_0144.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Bielefeld - Walnussbaum bei Jagdweg 113.jpg,tree_0145.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Breza na jesen.jpg,tree_0150.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Brzoza na Lublinku.JPG,tree_0151.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Deutsche Eiche Jahreszeiten.jpg,tree_0157.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Gamla eken och Torrevalla damm 6975.jpg,tree_0164.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Gullbranna 18 maj 2023 - 02.jpg,tree_0167.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:ID 1046 Kiefer bei Murau 005.jpg,tree_0172.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:ID 339 Kiefer 0008.jpg,tree_0173.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mombach fg08.jpg,tree_0182.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pino cerca del Peñalara en la Sierra de Guadarrama.jpg,tree_0186.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Pinus sylvestris TK 2023-05-06 3.jpg,tree_0189.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Pinus sylvestris, Luulamminsuo, Urho Kekkonen National Park, Lapland, Finland, 2017-06-09 - 35410796780.jpg",tree_0199.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Reilsheim Eiche.jpg,tree_0211.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Såvaedje sapén Fagne.jpg,tree_0217.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Trondheim-lake-autumn.jpg,tree_0222.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Waschberg Leitzersdorf sl23.jpg,tree_0228.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Waschberg Leitzersdorf sl24.jpg,tree_0229.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Waschberg Leitzersdorf sl25.jpg,tree_0230.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Weißkiefer am Steinriesenbach.jpg,tree_0231.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Дерево на берегу озера Боровое.jpg,tree_0240.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Сосна в деревне Егоровцы. 02.jpg,tree_0245.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Borkum, Oldmann's Olde Düne -- 2020 -- 2754.jpg",tree_0255.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Hausdülmen, Baum an einem Feldweg -- 2020 -- 0292.jpg",tree_0269.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Hausdülmen, Baum an einem Feldweg -- 2020 -- 0293.jpg",tree_0270.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Hausdülmen, Baumschatten auf schneebedecktem Feld -- 2021 -- 4773.jpg",tree_0271.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Hausdülmen, Kettbach -- 2016 -- 5659.jpg",tree_0279.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Hausdülmen, Kettbach -- 2016 -- 5660.jpg",tree_0280.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Kirchspiel, Feld am Oedlerteich -- 2017 -- 5991.jpg",tree_0287.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Kirchspiel, Felder und Wiesen -- 2021 -- 7415 (bw).jpg",tree_0290.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Kirchspiel, Felder und Wiesen -- 2021 -- 7415.jpg",tree_0291.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Dülmen, Kirchspiel, Naturschutzgebiet -Karthäuser Mühlenbach- -- 2015 -- 4475.jpg",tree_0292.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Haltern am See, Westruper Heide -- 2015 -- 7957.jpg",tree_0324.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Haltern am See, Westruper Heide -- 2015 -- 8346-50.jpg",tree_0327.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Haltern am See, Westruper Heide -- 2024 -- 5643.jpg",tree_0328.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Hausdülmen, Umland -- 2020 -- 7072.jpg",tree_0331.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Hausdülmen, Umland -- 2020 -- 7076.jpg",tree_0332.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Hausdülmen, Umland -- 2020 -- 7082.jpg",tree_0333.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Kakadu (AU), Kakadu National Park, Nadap Lookout -- 2019 -- 4191.jpg",tree_0334.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Koh Mak (island), Thailand, Solitary tree in tropical lagoon.jpg",tree_0338.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Mangrove Reflection Wide Ashtamudi Kollam Kerala Mar22 A7C 01464.jpg,tree_0341.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Nokkanes Leikanger 2015.jpg,tree_0343.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Nottuln, Stevertal, Stever -- 2017 -- 0697.jpg",tree_0346.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Sv Ana.jpg,tree_0351.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Sv. Egidij Zrece 1.jpg,tree_0352.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Sydney (AU), Royal Botanic Gardens -- 2019 -- 3081.jpg",tree_0353.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Wandeling over het Hulshorsterzand-Hulshorsterheide 07-03-2020. (actm.) 41.jpg,tree_0357.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:""Storm Tree"" (5143597599).jpg",tree_0358.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:- panoramio (5385).jpg,tree_0361.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:-i---i- (50536119256).jpg,tree_0362.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:-Փառակատար S-N 02.jpg,tree_0363.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:-Փառակատար S-N 04.jpg,tree_0364.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:01 Valladolid calle del Pozo by lou.jpg,tree_0365.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:01a Valladolid Plaza de Carranza by Lou.jpg,tree_0366.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:102 Chyňava hospoda a koloniál SZ u křižovatky.jpg,tree_0369.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:2007-12-24 14-38-56 Switzerland Schaffhausen Dörflingen.JPG,tree_0372.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:2010-09-26 10-05-12 Namibia Hardap Hammerstein.JPG,tree_0378.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:2014 Приморский район - panoramio.jpg,tree_0385.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:2016 Voerendaal, Kasteel Puth 01.jpg",tree_0387.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:2016 Voerendaal, Kasteel Puth 02.jpg",tree_0388.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:2016 Voerendaal, Kasteel Puth 03.jpg",tree_0389.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:2019-08-18 Boerderij Raadhuisstraat 26 Diepenheim.jpg,tree_0391.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:46-227-0057 Krekhiv Monastery RB.jpg,tree_0395.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:49. Hacia el encinar (12797605044).jpg,tree_0396.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:6. Мукачеве (Каплиця Святого Мартина.jpg,tree_0397.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:A Coconut Tree.jpg,tree_0398.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:A Lone Tree - geograph.org.uk - 2055387.jpg,tree_0400.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:A Lone Tree - geograph.org.uk - 2714389.jpg,tree_0401.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:A ditch full of duckweed in the peatland Fochterloerveen; North Netherlands, spring 2012.jpg",tree_0408.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:A lone tree at King Arthur's Well on Hadrian's Wall - geograph.org.uk - 4115296.jpg,tree_0414.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:A lone tree, Crosh - geograph.org.uk - 5797640.jpg",tree_0415.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:A lone tree, Mullaghmore - geograph.org.uk - 6070497.jpg",tree_0417.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:A tree contemplates its destiny - Passo Valles (TN) Italy - March 6, 2011 - panoramio.jpg",tree_0425.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:A-lone Tree.jpg,tree_0432.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:A288, Arches National Park, Fiery Furnace, 2008.JPG",tree_0433.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Abies alba Wisła 2.jpg,tree_0434.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Adamivka, Ivanivka Hromada 05.jpg",tree_0443.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Adamivka, Ivanivka Hromada 07.jpg",tree_0444.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Albero solitario (3438789993).jpg,tree_0454.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Albero solitario (4413059483).jpg,tree_0455.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Almirithra.JPG,tree_0460.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Amasra 1260423 nevit.jpg,tree_0467.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:An Alone Tree.JPG,tree_0468.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Apple tree, Grantham, Lincolnshire - Dec 2005.JPG",tree_0472.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Arbol La Puerta, estado Trujillo, Venezuela.jpg",tree_0474.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Arbol entre trigo - panoramio.jpg,tree_0475.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Artviže (11565283545).jpg,tree_0482.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:ArvoreSabedoria.JPG,tree_0484.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:At San Francisco 2015 073.jpg,tree_0485.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Auslikon - Strandweg 2012-04-19 13-51-28 (P7000).JPG,tree_0489.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Ayu-dag-mis plaka2.jpg,tree_0491.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Barragem do Arade - tree at sunset (13411827423).jpg,tree_0494.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Beauty in dryness - View from Thandiani hill station.jpg,tree_0499.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Bijli Mahadev.jpg,tree_0508.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Black Tree and White Sky.jpg,tree_0513.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Bologna-1080.jpg,tree_0515.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Bornholm Club Med 2 1.jpg,tree_0521.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Borodani DSC 0676 32-206-0002.jpg,tree_0522.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Buenos Aires Plaza Vicente López.jpg,tree_0526.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Buildings in the Mérida city, Venezuela.JPG",tree_0527.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:By the city of Moulay Yaaqoub.jpg,tree_0528.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cabo san roman.JPG,tree_0531.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Caburé (2007) 02.jpg,tree_0533.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cape Fonar Area.jpg,tree_0539.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cappadocia 039 n.jpg,tree_0541.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cappadocia 071 n.jpg,tree_0542.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cementerio Contiendas (07).jpg,tree_0552.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Charm lake.jpg,tree_0554.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Chinguetti 1997 47.jpg,tree_0558.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Chromeč, Boží muka v polích 01.jpg",tree_0561.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Cloud Tree.jpg,tree_0566.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
File:Clouds tree.jpg,tree_0567.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
"File:Clouds, Graz - Flickr - -ErWin.jpg",tree_0568.jpg,kiem duyet thu cong: khong dat tieu chi (tan bi cat / cay qua nho / nhieu cay / can canh / vat the khac)
