image_id,filename,width,height,format,file_size,sha1,raw_id,source_title,source_url,author,license,genus,group,orig_width,orig_height
44,tree_0044.jpg,512,512,JPEG,135774,cb79044228840edceb4b3ba7308d71d33c4a8599,57,File:20130909Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20130909Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
45,tree_0045.jpg,512,512,JPEG,127007,fdfd6118507e4eebf27b2a0a08719edb5b97d4b7,58,File:20130909Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20130909Juglans_regia2.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
46,tree_0046.jpg,512,512,JPEG,121402,f2011695f57d2c17803a391ff31ee65e1c1031b2,59,File:20130909Juglans regia3.jpg,https://commons.wikimedia.org/wiki/File:20130909Juglans_regia3.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
47,tree_0047.jpg,512,512,JPEG,119223,c9c698cced1f7b24f9ee0a065736088371b55c4e,60,File:20130921Walnuss Hockenheim2.jpg,https://commons.wikimedia.org/wiki/File:20130921Walnuss_Hockenheim2.jpg,AnRo0002,CC0,Juglans,broadleaf,2736,3648
48,tree_0048.jpg,512,512,JPEG,156362,bf2387f0d2158eeb49f10bfa436d1c26f221eca0,61,File:20131019Walnuss Reilingen.jpg,https://commons.wikimedia.org/wiki/File:20131019Walnuss_Reilingen.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
49,tree_0049.jpg,512,512,JPEG,111707,e4060366eb4c1a1829c373b2f8a981b85d70c6c4,62,File:20131022Populus x canadensis.jpg,https://commons.wikimedia.org/wiki/File:20131022Populus_x_canadensis.jpg,AnRo0002,CC0,Populus,broadleaf,3648,2736
50,tree_0050.jpg,512,512,JPEG,114298,13095d685fe6d0369cceaefd0bf84d339f374638,64,File:2013KorteDuinen05.jpg,https://commons.wikimedia.org/wiki/File:2013KorteDuinen05.jpg,user:Dick Bos,CC BY-SA 3.0 nl,Pinus,conifer,3648,2736
51,tree_0051.jpg,512,512,JPEG,114417,f0982cd1f14c9682e4147d161e9ec6a2c3cf3662,65,File:2013KorteDuinen06.jpg,https://commons.wikimedia.org/wiki/File:2013KorteDuinen06.jpg,user:Dick Bos,CC BY-SA 3.0 nl,Pinus,conifer,2154,1384
52,tree_0052.jpg,512,512,JPEG,87001,a3d635b52c365c080b315f8b6a7ea81d1031ca3a,66,File:2013LangeDuinen01.jpg,https://commons.wikimedia.org/wiki/File:2013LangeDuinen01.jpg,user:Dick Bos,CC BY-SA 3.0 nl,Pinus,conifer,3644,2290
53,tree_0053.jpg,512,512,JPEG,120343,f2a9e6c2f31fd3f0f12166099289a95fc95691fb,69,File:20140118Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20140118Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
54,tree_0054.jpg,512,512,JPEG,115702,69a905230f8c0b6f20c6b7dc013579958ff8adde,70,File:20140118Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20140118Juglans_regia2.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
55,tree_0055.jpg,512,512,JPEG,116379,1ecf2f001f876e4bb699b9b323a20d650a50c068,71,File:20140212Juglans regia Walldorf1.jpg,https://commons.wikimedia.org/wiki/File:20140212Juglans_regia_Walldorf1.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
56,tree_0056.jpg,512,512,JPEG,147179,60b38a595e9a5c782f97e0878b0d9f64d8633d11,72,File:20140212Juglans regia Walldorf2.jpg,https://commons.wikimedia.org/wiki/File:20140212Juglans_regia_Walldorf2.jpg,AnRo0002,CC0,Juglans,broadleaf,2736,3648
57,tree_0057.jpg,512,512,JPEG,123473,3e1c57816c984280d3f770c97659d4d8050b48c3,73,File:20140517Juglans regia.jpg,https://commons.wikimedia.org/wiki/File:20140517Juglans_regia.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
58,tree_0058.jpg,512,512,JPEG,132775,b09412adb38669967a83c99b4e308c8a470baccc,74,File:20140612Juglans regia.jpg,https://commons.wikimedia.org/wiki/File:20140612Juglans_regia.jpg,AnRo0002,CC0,Juglans,broadleaf,3648,2736
59,tree_0059.jpg,512,512,JPEG,140835,075de9e71aa1477c5f1cbca7de4aa87f7e90452d,76,File:20141019Juglans regia.jpg,https://commons.wikimedia.org/wiki/File:20141019Juglans_regia.jpg,AnRo0002,CC0,Juglans,broadleaf,2000,1500
60,tree_0060.jpg,512,512,JPEG,104241,274b42d1952a973107c756d6c717873ab2a795af,77,File:20141101Juglans regia3.jpg,https://commons.wikimedia.org/wiki/File:20141101Juglans_regia3.jpg,AnRo0002,CC0,Juglans,broadleaf,1500,2000
61,tree_0061.jpg,512,512,JPEG,109809,c6511a6f8f93405a3b3f525e701e817e7e4812c9,78,File:20150316Alnus glutinosa.jpg,https://commons.wikimedia.org/wiki/File:20150316Alnus_glutinosa.jpg,AnRo0002,CC0,Alnus,broadleaf,3000,2250
62,tree_0062.jpg,512,512,JPEG,99983,c8b603a63d2ce694473449a425a1d98b8e527dae,79,File:20150316Populus x canadensis.jpg,https://commons.wikimedia.org/wiki/File:20150316Populus_x_canadensis.jpg,AnRo0002,CC0,Populus,broadleaf,3000,2250
63,tree_0063.jpg,512,512,JPEG,126346,fda515c9be30a00b2ab4ea942ef250074688196d,80,File:20150519Populus alba1.jpg,https://commons.wikimedia.org/wiki/File:20150519Populus_alba1.jpg,AnRo0002,CC0,Populus,broadleaf,3000,2250
64,tree_0064.jpg,512,512,JPEG,97757,c756161b2f0bf3d1c6ee46c06757e094d1214a21,81,File:20150519Populus alba2.jpg,https://commons.wikimedia.org/wiki/File:20150519Populus_alba2.jpg,AnRo0002,CC0,Populus,broadleaf,3000,2250
65,tree_0065.jpg,512,512,JPEG,109214,e25ca4fec1c9ff07c48d430bd3fe7c6272d3814b,83,File:20150627Gewann Frankreich-Wiesental2.jpg,https://commons.wikimedia.org/wiki/File:20150627Gewann_Frankreich-Wiesental2.jpg,AnRo0002,CC0,Pinus,conifer,3000,2250
66,tree_0066.jpg,512,512,JPEG,119558,d5f262c003df39ef3dd4509a48d3b3c866250bde,86,File:20150722Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20150722Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
67,tree_0067.jpg,512,512,JPEG,95653,577203fc7dea8585c3c010253a9b9fdeca13e846,87,File:20150723Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20150723Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
68,tree_0068.jpg,512,512,JPEG,117871,09e1f123b79c4db266cccfdae2c761f0966b504b,91,File:20150830Juglans regia.jpg,https://commons.wikimedia.org/wiki/File:20150830Juglans_regia.jpg,AnRo0002,CC0,Juglans,broadleaf,2500,1875
69,tree_0069.jpg,512,512,JPEG,127016,2e481d6b6e94862c0966ab8e45099002c4bdb73a,95,File:20151225Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20151225Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,2500,1875
70,tree_0070.jpg,512,512,JPEG,153559,a887db41da8327a5368ed773ab4c40f423f19955,96,File:20151225Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20151225Juglans_regia2.jpg,AnRo0002,CC0,Juglans,broadleaf,2500,1875
71,tree_0071.jpg,512,512,JPEG,146963,676a9377d7287fb96e3da89a889dc07321fdf7f7,98,File:20160503Quercus robur.jpg,https://commons.wikimedia.org/wiki/File:20160503Quercus_robur.jpg,AnRo0002,CC0,Quercus,broadleaf,2500,1875
72,tree_0072.jpg,512,512,JPEG,141539,f94877f39fe800288733df5e4e5842a9d1fff99b,99,File:20160516Populus alba.jpg,https://commons.wikimedia.org/wiki/File:20160516Populus_alba.jpg,AnRo0002,CC0,Populus,broadleaf,2500,1875
73,tree_0073.jpg,512,512,JPEG,94316,e8c187acfba9d94af376fe81ecec93cd115ced8a,100,File:20160813Juglans regia3.jpg,https://commons.wikimedia.org/wiki/File:20160813Juglans_regia3.jpg,AnRo0002,CC0,Juglans,broadleaf,3000,2250
74,tree_0074.jpg,512,512,JPEG,109624,5c591f50281e7a3d96367422d32ce88614f1ce41,101,File:20160816Alnus glutinosa1.jpg,https://commons.wikimedia.org/wiki/File:20160816Alnus_glutinosa1.jpg,AnRo0002,CC0,Alnus,broadleaf,2500,1875
75,tree_0075.jpg,512,512,JPEG,107082,0fe5c135126d8f2a5a6be279ac74ac700fa4e6ef,102,File:20160816Alnus glutinosa2.jpg,https://commons.wikimedia.org/wiki/File:20160816Alnus_glutinosa2.jpg,AnRo0002,CC0,Alnus,broadleaf,2500,1875
76,tree_0076.jpg,512,512,JPEG,121802,c2a4d0e4ff035f9a7ee31a99e3a6bb6cab22aad4,103,File:20160816Betula pendula1.jpg,https://commons.wikimedia.org/wiki/File:20160816Betula_pendula1.jpg,AnRo0002,CC0,Betula,broadleaf,1875,2500
77,tree_0077.jpg,512,512,JPEG,94941,cdd39462a6ea1b3fa084c6e7325c4df592c10a1d,104,File:20160816Betula pendula2.jpg,https://commons.wikimedia.org/wiki/File:20160816Betula_pendula2.jpg,AnRo0002,CC0,Betula,broadleaf,1875,2500
78,tree_0078.jpg,512,512,JPEG,90183,bc9931b32c604832368b0d2571f4745f3940812c,107,File:20160917Populus alba1.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba1.jpg,AnRo0002,CC0,Populus,broadleaf,2500,1875
79,tree_0079.jpg,512,512,JPEG,129617,7a2e2ff603a3cc5e397ccd57778e796944ded983,108,File:20160917Populus alba2.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba2.jpg,AnRo0002,CC0,Populus,broadleaf,2500,1875
80,tree_0080.jpg,512,512,JPEG,122200,eca7cd432084b91dd9699191bc809cf83b5bd4a1,109,File:20160917Populus alba3.jpg,https://commons.wikimedia.org/wiki/File:20160917Populus_alba3.jpg,AnRo0002,CC0,Populus,broadleaf,1875,2500
81,tree_0081.jpg,512,512,JPEG,104657,114c524f867da7736873b81ed07ecc482e5f1411,111,File:20161005Pinus sylvestris2.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris2.jpg,AnRo0002,CC0,Pinus,conifer,2500,1875
82,tree_0082.jpg,512,512,JPEG,107789,1f6122d21f6946dbbfbf91fb3ae65c907a261502,112,File:20161005Pinus sylvestris3.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris3.jpg,AnRo0002,CC0,Pinus,conifer,2500,1875
83,tree_0083.jpg,512,512,JPEG,107031,0d4cf380874f632bed4b8ac83d47dad52edb8596,113,File:20161005Pinus sylvestris4.jpg,https://commons.wikimedia.org/wiki/File:20161005Pinus_sylvestris4.jpg,AnRo0002,CC0,Pinus,conifer,2500,1875
84,tree_0084.jpg,512,512,JPEG,124313,eb8f0ddfe1826e336244f2d1ac87883b19e52190,121,File:20161005Quercus robur1.jpg,https://commons.wikimedia.org/wiki/File:20161005Quercus_robur1.jpg,AnRo0002,CC0,Quercus,broadleaf,2500,1875
85,tree_0085.jpg,512,512,JPEG,110836,60fde409552064f85003d77e584f8cbdb4f0e83b,122,File:20161005Quercus robur2.jpg,https://commons.wikimedia.org/wiki/File:20161005Quercus_robur2.jpg,AnRo0002,CC0,Quercus,broadleaf,2500,1875
86,tree_0086.jpg,512,512,JPEG,94733,5e851001df7b23f1eaefea3cd09fb2d00344995a,123,File:20161214Juglans regia1.jpg,https://commons.wikimedia.org/wiki/File:20161214Juglans_regia1.jpg,AnRo0002,CC0,Juglans,broadleaf,2500,1875
87,tree_0087.jpg,512,512,JPEG,101614,f011230b75b1e8dbe35155aa10bd3a67f3959773,124,File:20161214Juglans regia2.jpg,https://commons.wikimedia.org/wiki/File:20161214Juglans_regia2.jpg,AnRo0002,CC0,Juglans,broadleaf,1875,2500
88,tree_0088.jpg,512,512,JPEG,89017,7760d6957ec92b852c8e6516b76186f2c265ce18,127,File:20180501Populus alba1.jpg,https://commons.wikimedia.org/wiki/File:20180501Populus_alba1.jpg,AnRo0002,CC0,Populus,broadleaf,2000,1500
89,tree_0089.jpg,512,512,JPEG,91261,ea96469575109c765c40dfea9c65c612ae7e9ed6,128,File:20180501Populus alba2.jpg,https://commons.wikimedia.org/wiki/File:20180501Populus_alba2.jpg,AnRo0002,CC0,Populus,broadleaf,2000,1500
90,tree_0090.jpg,512,512,JPEG,118828,4b2c52fef38bb81f42b34963633479daf901997e,129,File:20180501Populus alba3.jpg,https://commons.wikimedia.org/wiki/File:20180501Populus_alba3.jpg,AnRo0002,CC0,Populus,broadleaf,2500,1875
91,tree_0091.jpg,512,512,JPEG,110108,215273157a47c53812c691c24ee29cb5a0e95a0e,134,File:20190319 Populus alba 1.jpg,https://commons.wikimedia.org/wiki/File:20190319_Populus_alba_1.jpg,AnRo0002,CC0,Populus,broadleaf,4608,3456
92,tree_0092.jpg,512,512,JPEG,119169,caf2f5ec4ad63fad71ca76e4fcbd9fa8c17b62d7,135,File:20190319 Populus alba 2.jpg,https://commons.wikimedia.org/wiki/File:20190319_Populus_alba_2.jpg,AnRo0002,CC0,Populus,broadleaf,4608,3456
93,tree_0093.jpg,512,512,JPEG,112548,f91129577bb4f9a62afc121e1ddbd1570c200e46,136,File:20190507Pinus sylvestris1.jpg,https://commons.wikimedia.org/wiki/File:20190507Pinus_sylvestris1.jpg,AnRo0002,CC0,Pinus,conifer,2500,1875
94,tree_0094.jpg,512,512,JPEG,99795,63feb28b9636e0d6e22bb12f69320e269bd92ae3,137,File:20201210Pinus sylvestris1.jpg,https://commons.wikimedia.org/wiki/File:20201210Pinus_sylvestris1.jpg,AnRo0002,CC0,Pinus,conifer,2750,2063
95,tree_0095.jpg,512,512,JPEG,91636,373abf0dadcf168559b9a9049f1032278590bc97,138,File:20250806Pinus sylvestris1.jpg,https://commons.wikimedia.org/wiki/File:20250806Pinus_sylvestris1.jpg,AnRo0002,CC0,Pinus,conifer,3000,2250
96,tree_0096.jpg,512,512,JPEG,96587,b95a28e9bc0d8d2bd62bf8ffc52f7296c04aaaf6,140,File:20250806Pinus sylvestris3.jpg,https://commons.wikimedia.org/wiki/File:20250806Pinus_sylvestris3.jpg,AnRo0002,CC0,Pinus,conifer,3000,2250
97,tree_0097.jpg,512,512,JPEG,111013,76a10a36f230adac32a0e583e1b5d29f9f70755f,141,File:20250806Quercus robur.jpg,https://commons.wikimedia.org/wiki/File:20250806Quercus_robur.jpg,AnRo0002,CC0,Quercus,broadleaf,3000,2250
98,tree_0098.jpg,512,512,JPEG,89068,17870107c89c226a59ff77ade42320b6ca8c0929,142,File:Aizkraukle 08 (32533514864).jpg,https://commons.wikimedia.org/wiki/File:Aizkraukle_08_(32533514864).jpg,"Егор Журавлёв from Smarde, Latvia",CC BY-SA 2.0,Pinus,conifer,2816,2112
99,tree_0099.jpg,512,512,JPEG,96345,2826a369d8ae84610dc96fc068da283332d4ae86,143,"File:B. pendula, Koivu Birch end of Sept.jpg","https://commons.wikimedia.org/wiki/File:B._pendula,_Koivu_Birch_end_of_Sept.jpg",Abc10,CC BY-SA 4.0,Betula,broadleaf,2200,3301
100,tree_0100.jpg,512,512,JPEG,97560,a4e8d0238aa999b80c9904ca447ffa4961518bbd,146,File:Baum Boberger Niederung.JPG,https://commons.wikimedia.org/wiki/File:Baum_Boberger_Niederung.JPG,AnneChrist Simon,CC BY-SA 3.0,Pinus,conifer,3264,2448
101,tree_0101.jpg,512,512,JPEG,88239,0531678f288564d13f0a50590e8cc548db372436,147,File:Betula pendula winter.jpg,https://commons.wikimedia.org/wiki/File:Betula_pendula_winter.jpg,Maplan,CC BY-SA 3.0,Betula,broadleaf,750,1000
