raw_id,raw_file,commons_title,page_url,download_url,orig_width,orig_height,author,license,genus,group,categories
11,00011.jpg,File:20111028Populus × canadensis.jpg,https://commons.wikimedia.org/wiki/File:20111028Populus_%C3%97_canadensis.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/20111028Populus_%C3%97_canadensis.jpg/1280px-20111028Populus_%C3%97_canadensis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Hockenheim photographs taken on 2011-10-28|Category:Populus in Hockenheimer Rheinbogen in October 2011|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in October|Category:Populus × canadensis in autumn|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43
12,00012.jpg,"File:2012-04-22 19-33-46 Switzerland Kanton Schaffhausen Dörflingen, Hinterdorf.JPG","https://commons.wikimedia.org/wiki/File:2012-04-22_19-33-46_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen,_Hinterdorf.JPG",https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/2012-04-22_19-33-46_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen%2C_Hinterdorf.JPG/1280px-2012-04-22_19-33-46_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen%2C_Hinterdorf.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,3200,2125,Hansueli Krapf  This   file was uploaded  with Commonist.,CC BY-SA 3.0,Juglans,broadleaf,Category:Borders of Germany-Switzerland|Category:CC-BY-SA-3.0|Category:Fagales in Baden-Württemberg in April|Category:Files by User:simisa|Category:Files with coordinates missing SDC location of creation|Category:Juglandaceae in April|Category:Juglans regia in Baden-Württemberg|Category:Self-published work|Category:Solitary Juglans regia|Category:Spring in Dörflingen|Category:Taken with Nikon D90|Category:Uploaded with Commonist
13,00013.jpg,"File:2012-04-22 19-34-32 Switzerland Kanton Schaffhausen Dörflingen, Hinterdorf.jpg","https://commons.wikimedia.org/wiki/File:2012-04-22_19-34-32_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen,_Hinterdorf.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/2012-04-22_19-34-32_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen%2C_Hinterdorf.jpg/1280px-2012-04-22_19-34-32_Switzerland_Kanton_Schaffhausen_D%C3%B6rflingen%2C_Hinterdorf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2125,3200,Hansueli Krapf  This   file was uploaded  with Commonist.,CC BY-SA 3.0,Juglans,broadleaf,Category:CC-BY-SA-3.0|Category:Fagales in Baden-Württemberg in April|Category:Files by User:simisa|Category:Files with coordinates missing SDC location of creation|Category:Juglandaceae in April|Category:Juglans regia in Baden-Württemberg|Category:Self-published work|Category:Solitary Juglans regia|Category:Spring in Dörflingen|Category:Taken with Nikon D90|Category:Uploaded with Commonist
14,00014.jpg,File:20120212Kriegbach08.jpg,https://commons.wikimedia.org/wiki/File:20120212Kriegbach08.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/20120212Kriegbach08.jpg/1280px-20120212Kriegbach08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1750,1313,AnRo0002,CC0,Populus,broadleaf,Category:Baden-Württemberg photographs taken on 2012-02-12|Category:Bare trees in Altlußheim|Category:CC-Zero|Category:February 2012 in Altlußheim|Category:Frozen Kriegbach (Rhein-Neckar) in Rhein-Neckar-Kreis|Category:Frozen bodies of water in Altlußheim|Category:Frozen bodies of water in Germany in February 2012|Category:Kriegbach (Rhein-Neckar) in Altlußheim|Category:Populus in Altlußheim in February|Category:Populus x canadensis in Altlußheim|Category:Populus x canadensis in February|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43|Category:Winter 2011-2012 in Altlußheim
15,00015.jpg,File:20120212Kriegbach09.jpg,https://commons.wikimedia.org/wiki/File:20120212Kriegbach09.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/20120212Kriegbach09.jpg/1280px-20120212Kriegbach09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1313,1750,AnRo0002,CC0,Populus,broadleaf,Category:Baden-Württemberg photographs taken on 2012-02-12|Category:Bare trees in Altlußheim|Category:CC-Zero|Category:February 2012 in Altlußheim|Category:Frozen Kriegbach (Rhein-Neckar) in Rhein-Neckar-Kreis|Category:Frozen bodies of water in Altlußheim|Category:Frozen bodies of water in Germany in February 2012|Category:Kriegbach (Rhein-Neckar) in Altlußheim|Category:Populus in Altlußheim in February|Category:Populus x canadensis in Altlußheim|Category:Populus x canadensis in February|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43|Category:Winter 2011-2012 in Altlußheim
16,00016.jpg,File:20120212Kriegbach10.jpg,https://commons.wikimedia.org/wiki/File:20120212Kriegbach10.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/20120212Kriegbach10.jpg/1280px-20120212Kriegbach10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1750,1313,AnRo0002,CC0,Populus,broadleaf,Category:Baden-Württemberg photographs taken on 2012-02-12|Category:Bare trees in Altlußheim|Category:CC-Zero|Category:February 2012 in Altlußheim|Category:Frozen Kriegbach (Rhein-Neckar) in Rhein-Neckar-Kreis|Category:Frozen bodies of water in Altlußheim|Category:Frozen bodies of water in Germany in February 2012|Category:Kriegbach (Rhein-Neckar) in Altlußheim|Category:Populus in Altlußheim in February|Category:Populus x canadensis in Altlußheim|Category:Populus x canadensis in February|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43|Category:Winter 2011-2012 in Altlußheim
17,00017.jpg,File:20120212Kriegbach11.jpg,https://commons.wikimedia.org/wiki/File:20120212Kriegbach11.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/20120212Kriegbach11.jpg/1280px-20120212Kriegbach11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1750,1313,AnRo0002,CC0,Populus,broadleaf,Category:Baden-Württemberg photographs taken on 2012-02-12|Category:Bare trees in Altlußheim|Category:CC-Zero|Category:February 2012 in Altlußheim|Category:Frozen Kriegbach (Rhein-Neckar) in Rhein-Neckar-Kreis|Category:Frozen bodies of water in Altlußheim|Category:Frozen bodies of water in Germany in February 2012|Category:Kriegbach (Rhein-Neckar) in Altlußheim|Category:Populus in Altlußheim in February|Category:Populus x canadensis in Altlußheim|Category:Populus x canadensis in February|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43|Category:Winter 2011-2012 in Altlußheim
18,00018.jpg,File:20120212Kriegbach12.jpg,https://commons.wikimedia.org/wiki/File:20120212Kriegbach12.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/20120212Kriegbach12.jpg/1280px-20120212Kriegbach12.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1750,1313,AnRo0002,CC0,Populus,broadleaf,Category:Baden-Württemberg photographs taken on 2012-02-12|Category:Bare trees in Altlußheim|Category:CC-Zero|Category:February 2012 in Altlußheim|Category:Frozen Kriegbach (Rhein-Neckar) in Rhein-Neckar-Kreis|Category:Frozen bodies of water in Altlußheim|Category:Frozen bodies of water in Germany in February 2012|Category:Kriegbach (Rhein-Neckar) in Altlußheim|Category:Populus in Altlußheim in February|Category:Populus x canadensis in Altlußheim|Category:Populus x canadensis in February|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Olympus FE-47 / X-43|Category:Winter 2011-2012 in Altlußheim
19,00019.jpg,File:20120731Verbascum thapsus1.jpg,https://commons.wikimedia.org/wiki/File:20120731Verbascum_thapsus1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/20120731Verbascum_thapsus1.jpg/1280px-20120731Verbascum_thapsus1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2750,2063,AnRo0002,CC0,Pinus,conifer,Category:CC-Zero|Category:Friedenshöhe (Oftersheim)|Category:Lamiales at Friedenshöhe (Oftersheim)|Category:Lamiales in Oftersheim in July|Category:Oftersheim photographs taken on 2012-07-31|Category:Pinales in Oftersheim in July|Category:Pinus sylvestris in Oftersheimer Dünen|Category:Self-published work|Category:Solitary Pinus sylvestris|Category:Taken with Canon PowerShot A1200|Category:Verbascum in the Northern Hemisphere in July|Category:Verbascum thapsus (habitat)|Category:Verbascum thapsus in Oftersheim
20,00020.jpg,File:20120902Populus x canadensis1.jpg,https://commons.wikimedia.org/wiki/File:20120902Populus_x_canadensis1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/20120902Populus_x_canadensis1.jpg/1280px-20120902Populus_x_canadensis1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Populus in Reilingen in September 2012|Category:Populus x canadensis in Reilingen|Category:Populus x canadensis in September|Category:Reilingen photographs taken on 2012-09-02|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
21,00021.jpg,File:20120903Populus x canadensis03.jpg,https://commons.wikimedia.org/wiki/File:20120903Populus_x_canadensis03.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/20120903Populus_x_canadensis03.jpg/1280px-20120903Populus_x_canadensis03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Kisselwiesen (Reilingen)|Category:Populus in Reilingen in September 2012|Category:Populus x canadensis in Reilingen|Category:Populus x canadensis in September|Category:Reilingen photographs taken on 2012-09-03|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
22,00022.jpg,File:20120903Populus x canadensis04.jpg,https://commons.wikimedia.org/wiki/File:20120903Populus_x_canadensis04.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/20120903Populus_x_canadensis04.jpg/1280px-20120903Populus_x_canadensis04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2750,2063,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Kisselwiesen (Reilingen)|Category:Populus in Reilingen in September 2012|Category:Populus x canadensis in Reilingen|Category:Populus x canadensis in September|Category:Reilingen photographs taken on 2012-09-03|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
23,00023.jpg,File:20120903Populus x canadensis06.jpg,https://commons.wikimedia.org/wiki/File:20120903Populus_x_canadensis06.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/20120903Populus_x_canadensis06.jpg/1280px-20120903Populus_x_canadensis06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Fields in Reilingen in September|Category:Maize fields in Reilingen|Category:Maize fields in Rhein-Neckar-Kreis in September|Category:Populus in Reilingen in September 2012|Category:Populus x canadensis in Reilingen|Category:Populus x canadensis in September|Category:Reilingen photographs taken on 2012-09-03|Category:Self-published work|Category:September 2012 in agriculture in Reilingen|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
24,00024.jpg,File:20120903Populus x canadensis07.jpg,https://commons.wikimedia.org/wiki/File:20120903Populus_x_canadensis07.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/20120903Populus_x_canadensis07.jpg/1280px-20120903Populus_x_canadensis07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2750,2063,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Kisselwiesen (Reilingen)|Category:Populus in Reilingen in September 2012|Category:Populus x canadensis in Reilingen|Category:Populus x canadensis in September|Category:Reilingen photographs taken on 2012-09-03|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
25,00025.jpg,File:20120904Alnus glutinosa01.jpg,https://commons.wikimedia.org/wiki/File:20120904Alnus_glutinosa01.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/20120904Alnus_glutinosa01.jpg/1280px-20120904Alnus_glutinosa01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1500,2000,AnRo0002,CC0,Alnus,broadleaf,Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in September|Category:CC-Zero|Category:Fagales in Reilingen in September|Category:Kraichbach in Reilingen|Category:Reilingen photographs taken on 2012-09-04|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Taken with Canon PowerShot A1200
26,00026.jpg,File:20120904Alnus glutinosa02.jpg,https://commons.wikimedia.org/wiki/File:20120904Alnus_glutinosa02.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/20120904Alnus_glutinosa02.jpg/1280px-20120904Alnus_glutinosa02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2750,2063,AnRo0002,CC0,Alnus,broadleaf,Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in September|Category:CC-Zero|Category:Fagales in Reilingen in September|Category:Reilingen photographs taken on 2012-09-04|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Taken with Canon PowerShot A1200
27,00027.jpg,File:20120904Alnus glutinosa08.jpg,https://commons.wikimedia.org/wiki/File:20120904Alnus_glutinosa08.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/20120904Alnus_glutinosa08.jpg/1280px-20120904Alnus_glutinosa08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2250,3000,AnRo0002,CC0,Alnus,broadleaf,Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in September|Category:CC-Zero|Category:Fagales in Reilingen in September|Category:Reilingen photographs taken on 2012-09-04|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Taken with Canon PowerShot A1200
28,00028.jpg,File:20120904Alnus glutinosa11.jpg,https://commons.wikimedia.org/wiki/File:20120904Alnus_glutinosa11.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/20120904Alnus_glutinosa11.jpg/1280px-20120904Alnus_glutinosa11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2250,3000,AnRo0002,CC0,Alnus,broadleaf,Category:Alnus glutinosa in Reilingen|Category:Alnus glutinosa in summer|Category:Alnus in September|Category:CC-Zero|Category:Fagales in Reilingen in September|Category:Reilingen photographs taken on 2012-09-04|Category:Self-published work|Category:Solitary Alnus glutinosa|Category:Taken with Canon PowerShot A1200
29,00029.jpg,File:20120907Birke Silz1.jpg,https://commons.wikimedia.org/wiki/File:20120907Birke_Silz1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/20120907Birke_Silz1.jpg/1280px-20120907Birke_Silz1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1947,2701,AnRo0002,CC0,Betula,broadleaf,Category:Altlußheim photographs taken on 2012-09-07|Category:Baggersee am Silzgraben (Altlußheim)|Category:Betula in September|Category:Betula pendula in Hockenheimer Rheinbogen|Category:CC-Zero|Category:Self-published work|Category:Solitary Betula pendula|Category:Taken with Canon PowerShot A1200|Category:Trees in Hockenheimer Rheinbogen in September
30,00030.jpg,File:20120920Populus x canadensis01.jpg,https://commons.wikimedia.org/wiki/File:20120920Populus_x_canadensis01.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/20120920Populus_x_canadensis01.jpg/1280px-20120920Populus_x_canadensis01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2716,2000,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Ketsch photographs taken on 2012-09-20|Category:Populus in Hockenheimer Rheinbogen in September 2012|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in September|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
31,00031.jpg,File:20120920Populus x canadensis02.jpg,https://commons.wikimedia.org/wiki/File:20120920Populus_x_canadensis02.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/20120920Populus_x_canadensis02.jpg/1280px-20120920Populus_x_canadensis02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1875,2500,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Ketsch photographs taken on 2012-09-20|Category:Populus in Hockenheimer Rheinbogen in September 2012|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in September|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
32,00032.jpg,File:20120920Populus x canadensis03.jpg,https://commons.wikimedia.org/wiki/File:20120920Populus_x_canadensis03.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/20120920Populus_x_canadensis03.jpg/1280px-20120920Populus_x_canadensis03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Ketsch photographs taken on 2012-09-20|Category:Populus in Hockenheimer Rheinbogen in September 2012|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in September|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
33,00033.jpg,File:20120920Populus x canadensis06.jpg,https://commons.wikimedia.org/wiki/File:20120920Populus_x_canadensis06.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/20120920Populus_x_canadensis06.jpg/1280px-20120920Populus_x_canadensis06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Ketsch photographs taken on 2012-09-20|Category:Populus in Hockenheimer Rheinbogen in September 2012|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in September|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
34,00034.jpg,File:20120920Populus x canadensis07.jpg,https://commons.wikimedia.org/wiki/File:20120920Populus_x_canadensis07.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/20120920Populus_x_canadensis07.jpg/1280px-20120920Populus_x_canadensis07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2500,1875,AnRo0002,CC0,Populus,broadleaf,Category:CC-Zero|Category:Ketsch photographs taken on 2012-09-20|Category:Populus in Hockenheimer Rheinbogen in September 2012|Category:Populus x canadensis in Hockenheimer Rheinbogen|Category:Populus x canadensis in September|Category:Self-published work|Category:Solitary Populus × canadensis|Category:Taken with Canon PowerShot A1200
